293.56,111.75,1.55,2.51,0
302.63,75.88,2.17,2.96,0
487.88,51.94,1.63,1.72,0
386.13,82.94,6.3,2.43,0
611.31,39.88,9.12,1.87,0
566.38,63.25,4.09,2.83,0
327.31,112,2.56,1.59,0
302.06,93.94,1.58,1.69,0
424.75,56.31,1.43,1.77,0
340.69,42.5,11.53,2.05,0
378.06,83,1.36,1.78,0
388.88,77.38,1.68,1.54,0
349.63,43.31,0.66,1.84,0
424.88,77.75,1.65,1.6,0
291,99.06,3.56,2.04,0
418.19,101.06,0.43,1.65,0
299,97,6.98,1.71,0
357.13,48.25,3.77,2.46,0
443.38,66.19,1.74,1.62,0
391.88,57.19,12.17,2.39,0
292.69,49.19,3.12,2.18,0
286.25,77,0.54,1.87,0
370.63,119.56,2.42,1.54,0
318,56.13,3.02,1.66,0
390.38,52.81,1.29,3.51,0
312.56,56.94,5.28,2.35,0
334.31,72.31,4.81,4.11,0
376.44,74.44,2.29,4.11,0
298.31,50.13,1.96,2.19,0
374.94,40.81,0,1.55,0
334.06,85.81,5.06,3.02,0
339.75,96.81,11.67,3.02,0
306.5,45,1.64,2.73,0
440.94,94.63,2.14,1.87,0
367.25,44.44,0.71,2.07,0
360.75,68.75,11.94,2.07,0
215.31,42.06,10.15,2.12,0
279.63,73.81,5.63,1.94,0
343.25,57.69,2.51,1.73,0
209.31,50.94,1.35,1.75,0
318.56,62.19,6.05,2.8,0
244.38,54,5.97,1.94,0
296.13,87.25,4.14,1.64,0
245.5,42.69,2.74,1.99,0
244.5,53.88,0.02,3.33,0
233.19,90.81,5.52,3.33,0
274.94,46.13,11.12,1.76,0
196.25,55.13,2.64,1.63,0
386.94,88.06,6.45,1.86,0
257.56,60.25,9.28,1.88,0
199.56,62.63,8.59,1.72,0
346.88,58,7.86,2.45,0
297.13,65.31,2.57,1.72,0
437.63,41.25,7.86,1.83,0
196.81,44,0.15,2.32,0
302.5,72.69,2.85,2.11,0
192.69,55.31,4.66,2.63,0
291.75,61.94,3.55,3.29,0
301.88,75.19,1.41,2.64,0
325.25,51.25,3.6,1.74,0
282.19,57.69,2.94,2.41,0
331,47.81,1.52,2.94,0
214.13,69.5,0.23,3.12,0
301.69,42.81,4.05,1.86,0
203.56,68.31,6.58,2.55,0
370.81,57.19,8.12,2.92,0
324.06,80.56,6.76,3.17,0
628.69,66.19,6.58,3.82,0
576.25,47.13,1.17,3.64,0
579.44,80.13,6.92,2.52,0
587,46,0.45,2.49,0
638.88,68,0.94,2.14,0
583.63,68.69,9.31,2.28,0
606.5,61.88,6.51,2.48,0
476.13,56,2.4,2.79,0
654.13,78.5,1.38,2.69,0
627.81,61.63,3.16,3.68,0
593,52.38,13.24,3.1,0
658.63,43.81,4.33,2.54,0
582.69,51.75,1.55,2.01,0
619.75,64.44,7.6,1.84,0
640.81,56.13,8.11,1.7,0
614.5,42.56,3.76,2.4,0
576.5,55.56,3.39,1.85,0
683.25,51.06,2.64,2.62,0
708.44,54.56,5.08,3.2,0
615.19,48.81,2.34,3.03,0
659.5,41.56,1.32,3.69,0
601.81,58.31,2.69,3.82,0
434.19,62.38,2.91,2.99,0
616.31,52.44,2.56,3.19,0
652.06,52.44,2.19,2.63,0
484.31,67.13,6.83,2.21,0
661.25,49.44,2.28,3.39,0
681.94,58.75,3.17,2.58,0
677.69,52.56,4.96,4.11,0
622.13,75.75,2.49,4.11,0
503.31,36.88,1.69,2.27,0
575.06,22,0.08,2.45,0
400.5,26.88,5.15,3.55,0
643.75,20.31,4.1,3.32,0
648.25,25.88,2.83,2.57,0
662.5,25.5,3.8,2.07,0
466.88,21.5,2.6,4.11,0
603.5,19.38,0.09,3.27,0
626.75,37.63,2.32,4.03,0
616.5,21.56,2.22,3.9,0
584.5,27.63,2.55,2.16,0
656.75,27.63,4.27,4.11,0
517.94,25.88,2.9,4.11,0
480.19,26.63,2.18,4.11,0
624.56,23.88,1.5,4.11,0
480.38,39.31,1.12,4.11,0
464,29.75,1.99,3.13,0
420.5,22.63,3.55,4.11,0
622.94,20.81,3.64,3.18,0
644.13,29.81,2.02,3.18,0
463.69,22.94,5.22,2.81,0
795.94,29,1.37,2.8,0
621.31,90.13,1.05,4.11,0
699.63,36.81,0.06,4.01,0
651.25,25.19,5.02,4.01,0
652.94,27.38,1.12,2.66,0
536.31,24.81,6.43,4.04,0
673.44,29.19,3.12,1.91,0
754.38,29.19,2.54,4.11,0
493.19,31.38,0.95,4.11,0
674.94,22.19,7.37,2.23,0
412.75,29.31,0.88,3.54,0
437.06,32.31,2.39,3.54,0
556.63,32.81,2.8,4.1,0
443.75,24.75,0.87,4.11,0
609.56,26.56,1.45,2.75,0
702.88,29.56,2.27,4.11,0
682.19,25.69,2.9,4.11,0
651.5,32.31,3.28,4.04,0
499,31.13,1.79,2.18,0
745.5,37.56,2.15,4.11,0
564.06,22.56,1.53,2.94,0
599.25,56,6.45,2.36,0
400.69,43.06,5.02,1.85,0
617.81,33,0.09,4.11,0
549.81,35.31,0.9,4.11,0
735.44,24.38,0.89,3.12,0
774.63,21.56,6.98,3.12,0
475,44.13,2.28,2.48,0
370.81,26.94,0.3,2.04,0
614.19,33.25,2.91,4.07,0
386.5,48.69,2.97,3.28,0
616.94,25,2.41,2.74,0
619.81,21.06,9,1.86,0
453,19.31,2.09,3.35,0
370.13,99.75,0.21,4.02,0
622.88,15.69,3.47,4.11,0
614.44,40.69,0.58,4.11,0
577.19,18.44,4.87,2.27,0
594.63,30,2.54,2.11,0
705.06,73.81,0.08,2.09,0
409.63,18.38,2.1,2.03,0
497.13,30.25,3.19,1.98,0
571.63,22,0.75,2.03,0
431.06,35.25,10.19,3.49,0
387.19,20.31,1.19,3.18,0
329.19,24.44,6.85,4.11,0
405.88,17.38,8.22,4.11,0
502.75,20.88,2.37,4.11,0
395.63,21.25,6.31,4.11,0
576.31,18,7.34,4.11,0
428.56,18.56,0.01,4.11,0
571.94,49.19,4.32,4.03,0
624.94,35.13,3.17,2.28,0
430.38,21.38,7.99,4.11,0
472.31,53.63,0.26,2.61,0
840.06,21.44,7.15,2.23,0
727.31,28.69,6.26,4.09,0
411,22.38,5.18,3.77,0
413.19,24.06,0.26,2.43,0
680.13,30.56,4.37,3.42,0
505.5,25.5,2.9,3.08,0
454.5,25.69,7.62,3.28,0
506.5,30.06,0.85,2.18,0
458.44,22.75,5.72,2.57,0
424.88,27.81,8.91,4.1,0
447.06,27.75,7.91,3.21,0
432.5,25.56,10.75,2.72,0
427.94,23.19,10.74,2.67,0
442.13,21.5,7.02,3.37,0
423.81,32.94,0.02,2.1,0
459.81,26.44,1.27,2.84,0
424.63,18.56,8.81,2.92,0
417.38,71.63,7.23,2.85,0
544.19,27.31,8.44,3.77,0
416.5,93.69,14.33,4.1,0
358.06,54.13,10.32,3.39,0
442.06,27.5,0.38,2.4,0
714.5,35.5,1.59,4.03,0
619.88,53.13,3.68,3.05,0
446.88,29.75,1.09,2.47,0
416.56,21.88,9.17,2.36,0
705.31,31.88,3.75,3.78,0
449.06,61.75,5.73,2.35,0
390.19,118.75,24.22,2.1,0
512.88,61.63,8.48,4.05,0
403,62.06,4.74,4.05,0
473.31,132.75,30.39,3.16,0
425.13,103.63,0.92,3.31,0
525.94,103.56,6.1,2.55,0
658.75,127.81,9.61,2.3,0
697.25,111,6.19,3.38,0
688.56,63.69,0.52,2.48,0
670.31,95.88,18.92,4.1,0
655.06,72.31,14.74,3.4,0
614.06,100.25,4.28,2.48,0
564.63,84.31,15.42,3.28,0
738,120.63,0.83,2.56,0
719.88,137.31,14.34,2.27,0
744.19,107.44,10.4,4.1,0
751.81,92.94,7.27,2.32,0
617.19,66.25,12.87,3.8,0
720.81,107.75,15.44,3.31,0
691.44,129.5,26.96,2.15,0
773.25,73.44,5.69,2.34,0
912.19,96.13,28.46,2.79,0
866.69,116.31,35.33,2.71,0
718.63,148.06,3.66,2.64,0
715.38,64.88,10.59,2.43,0
901.38,84.25,13.71,2.71,0
849.31,63.38,17.93,3.8,0
697.38,146.31,3.54,2.12,0
570.56,94.75,11.27,2.57,0
621.75,156.56,26.11,4.02,0
664.13,93.81,10.44,2.16,0
654.75,87.69,27.05,3.48,0
689.06,62.81,18.57,4.09,0
660.94,82.13,14.22,2.97,0
680.06,61.56,0.26,2.15,0
720.69,87.88,5.43,2.94,0
648.44,93.69,4.81,3.74,0
609,66.38,5.25,2.36,0
640.56,90.63,12.03,2.14,0
813.94,66.69,4.53,2.09,0
733.13,65.25,24.36,3.96,0
727.81,84.13,2.63,2.26,0
711.19,108.25,1.93,2.42,0
644.06,106.19,0.26,4.1,0
709.25,66.56,3.5,3.23,0
884.13,122.31,0.9,2.28,0
626.69,79.38,8.54,2.35,0
710.38,80.38,27.8,3.31,0
803.63,82.88,8.82,4.11,0
735.19,126.5,10.37,4.11,0
604.13,110,12.07,4.11,0
844.44,66.5,15.04,4.11,0
626.19,104.69,18.13,4.11,0
610.81,140.94,19.72,3.12,0
718.75,83.13,7.93,4.11,0
622.94,153.5,11.65,4.11,0
661.81,64.63,9.48,4.11,0
337.63,116.94,1.11,4.11,0
337.63,136.5,25.36,4.11,0
224.81,107,3.52,4.11,0
325.75,115.13,51.12,4.11,0
310.31,77.25,10.34,4.11,0
259,96.75,4.18,4.11,0
237.38,70.13,5.55,3.35,0
872.81,82.81,21.39,4.06,0
233.63,65.19,25.53,3.86,0
854.56,78.19,3.88,4.11,0
225.31,85.69,3.48,4.11,0
195.5,114.13,3.94,2.13,0
837.5,69,8.63,2.34,0
192.63,152.88,22.42,2.72,0
191.75,95.88,15.72,2.52,0
232.81,78.5,6.04,2.8,0
206.38,80.69,3.77,2.53,0
294.31,118.69,47.85,2.29,0
277.5,78,16.18,2.3,0
216.88,168.88,34.62,2.54,0
205.25,62,0.66,2.38,0
256.31,67.38,6.98,2.08,0
204.31,211.25,11.02,2.28,0
201.63,91.06,24.15,2.18,0
233.75,103.88,8.42,2.72,0
222.44,77.31,5.83,2.58,0
251.25,72.81,3.19,2.72,0
237.31,64.31,14.25,2.59,0
312.75,122.63,19.84,2.31,0
312.75,89.75,18.65,2.82,0
205.69,62.56,12.58,2.12,0
237.69,92.06,1.46,2.18,0
218.5,115.75,13.17,2.17,0
249.13,99.06,11.9,2.45,0
237.69,89.38,7.87,2.7,0
291.69,102.69,24.31,2.52,0
288.25,106.38,1.5,2.86,0
240.31,91.56,18.46,3.29,0
185.31,69.06,27.69,2.46,0
248.75,77.31,9.45,3.3,0
339.5,83.63,6.58,2.39,0
323.75,103.31,28.42,3.26,0
260.25,81.38,11.02,2.53,0
312.63,96.19,16.26,2.52,0
708.31,64.25,5.34,2.54,0
680.56,67.5,34.34,2.99,0
591.69,82.69,3.51,3.05,0
552.69,68.75,0.35,2.55,0
588.38,63.44,24.25,2.62,0
589.5,110.44,2.37,2.57,0
611.06,85.69,6.12,2.69,0
403.44,71.69,6.02,3.1,0
439.38,77.19,15.04,2.67,0
665.5,93,23.16,2.5,0
406.94,91.25,1.36,2.97,0
447.69,82.31,24.2,2.57,0
496.25,118.69,7.89,2.56,0
541.13,69.44,0.7,2.28,0
656.94,81.56,8.12,2.22,0
590.06,77.25,33.23,2.2,0
609.19,110.06,17.03,2.22,0
573.63,85.06,14.31,2.41,0
412,142.88,10.09,2.67,0
757.88,65.13,6.93,3.38,0
399.5,120.81,22.88,2.59,0
535.13,163.81,25.74,4.09,0
738.81,124.69,17.19,3.38,0
478.31,65.81,5.28,3.55,0
676.5,78.75,6.29,2.06,0
426.5,65.69,3.32,2.93,0
473.5,70.63,33.53,2.67,0
520.44,127.88,15.73,2.94,0
536.5,144.94,0.01,3.62,0
554.56,77.06,11.74,3.08,0
446.25,75.25,19.81,3.49,0
439.94,127.38,2.01,4.1,0
582.69,86.94,11.47,4.1,0
580.75,99.44,15.98,3.33,0
782.5,114.56,4.64,4.07,0
532.44,82.38,11.72,4.1,0
395.94,68.13,25.16,3.74,0
420.38,71.81,8.31,3.02,0
541.69,75.25,4.93,2.52,0
534.75,71.06,6.54,4.07,0
511.63,130.13,1.24,4.1,0
405.19,72,32.44,3.33,0
389.31,64.75,9.43,2.85,0
821.69,113.63,0.54,3.01,0
635.56,114.63,24.61,3.9,0
558.88,79.75,7.7,3.64,0
861.69,90.69,4.81,3.75,0
816.81,148.38,5.85,3.88,0
887.69,129.88,2.22,4.1,0
548.13,89.5,14.46,2.12,0
548.13,73.31,1.63,2.25,0
468.69,85.88,20.18,3.27,0
346.06,75.44,2.16,4.1,0
653.38,76.06,17.82,2.94,0
403.13,131,10.45,2.13,0
646.88,99.88,0.42,2.72,0
393,99.31,5.21,2.58,0
595.69,85.25,0.45,3.95,0
440.56,77.56,2.94,4.09,0
440.56,67.5,6.16,4.1,0
424.44,89.94,10.25,3.21,0
393.56,101.81,15.5,2.34,0
346,81.31,0.93,2.99,0
369.13,73.81,2.23,2.99,0
396.38,75.31,12.62,3.93,0
385,111.75,1.34,2.14,0
284.25,124.19,5.51,2.13,0
585.94,133.94,6.16,2.34,0
364.81,75,1.38,2.28,0
270.88,74.5,0.3,2.07,0
425.31,100.38,2.89,2.54,0
518.06,71.75,4.28,2.77,0
419.5,79.19,7.8,2.48,0
315.25,91.69,27.21,2.42,0
277.75,77.81,24.38,2.39,0
397.69,81.44,7.06,3.39,0
378.94,86.13,9.42,2.15,0
453.94,109.88,8.89,2.07,0
500.81,82.75,7.89,2,0
307.5,72.06,14.85,1.98,0
538.31,64.31,3.64,2.34,0
376.44,67.63,16.6,1.8,0
402.75,75.56,0.63,2.39,0
375.81,90.31,5.87,2.78,0
295.19,82,3.38,1.95,0
386.69,138.06,11.85,2.48,0
397.25,88.38,9.69,3.49,0
390.19,94.56,13.64,2.94,0
321.44,77.69,33.7,2.1,0
362.94,142.38,31.53,2.92,0
395,101.38,1.87,2.83,0
382.31,91.31,9.65,3.64,0
269.19,161.56,3.42,4.1,0
412.94,73.88,5.16,2.91,0
481.31,64.63,8.62,2.65,0
409.44,75.19,41.16,2.65,0
378,94.31,4.25,2.65,0
405.56,85.75,9.44,2.14,0
375,65,9.58,2.27,0
408.88,65.94,17.79,2.22,0
403.81,99.5,18.9,2.63,0
414.38,69.19,22.76,2.79,0
391.31,73.38,1.9,3.47,0
368.75,64.56,24.37,2.12,0
412.19,75.69,2.9,2.52,0
469.75,100.88,42.27,2.55,0
501.81,75.31,10.36,3.57,0
343.94,40.31,7.63,3.89,0
393.13,104.69,8.65,2.16,0
437.88,105.5,13.36,2.6,0
390.75,101,1.78,4.1,0
533.75,103.19,5.36,3.84,0
382.94,80.75,10.31,2.24,0
454.06,102.38,10.93,2.3,0
356.94,100.25,9.16,2.86,0
506.94,86.94,4.36,2.13,0
414.06,100.88,27.51,3.59,0
615.94,121.31,3.31,4.1,0
394.25,51.38,51.29,2.35,0
568,62.31,2.03,4.1,0
373.81,98.19,5.99,2.5,0
355.88,114.19,9.26,3.32,0
645.13,78.5,18.44,2.96,0
372.19,94.56,11.73,2.19,0
283.25,88.19,6.81,2.76,0
512.5,83.38,3.02,2.1,0
465.81,90.81,16.75,3.21,0
438.25,96.75,1.04,3.79,0
411.38,83.19,4.96,2.3,0
443.69,96.44,7.07,2.74,0
402.31,71.63,4.9,2.5,0
335.69,33.5,12.48,3.57,0
444.75,105.25,9.26,3.81,0
356.19,85.69,7.52,3.2,0
489.06,78.25,4.02,2.29,0
295.63,60.75,14.41,3.97,0
479.56,90.81,1.54,2.16,0
474.19,125.19,10.4,3.84,0
441.94,83.31,7.02,2.86,0
497.94,73.31,11.39,3.97,0
445.75,91.63,6.24,3.97,0
505.94,97.06,1.71,3.97,0
369.88,93.38,12.95,3.97,0
310.81,99.31,12.66,3.94,0
430.13,84.63,3.09,3.97,0
308.69,56.25,2.26,3.97,0
470.25,35.13,3.54,3.97,0
374.13,50.13,6.9,3.97,0
431.56,58.44,7.56,3.82,0
462.94,37.06,7.7,3.97,0
453.56,35.31,1.59,3.97,0
523.69,47,5.61,3.97,0
306.63,46.94,4.29,3.97,0
343.88,64.75,15.04,3.41,0
474.31,34.56,21.48,3.97,0
374.25,45.94,2.37,3.97,0
334.69,46.13,9.99,3.97,0
351.81,33.25,13.52,3.97,0
409.13,43.38,1.52,3.4,0
498.81,58.19,8.49,3.97,0
320.75,38.38,2.06,3.97,0
503,64.38,5.28,3.97,0
424,46.06,6.08,3.84,0
396.31,42,1.78,3.97,0
516.06,43.06,3.47,3.95,0
309.81,88.19,5.63,3.94,1
381.31,291.31,0.05,3.97,1
442.56,105.56,0.63,3.97,1
692,170.44,5.73,3.97,1
689.69,277.38,5.51,3.97,1
764.94,310.69,5.88,3.87,1
675.44,293.94,0.95,3.97,1
562.13,229.81,1.04,3.97,1
805.31,365.63,5.7,3.38,1
425.25,141.13,3.1,3.97,1
529.31,278.69,4.47,3.97,1
465.31,119.5,1.99,3.97,1
519.31,464.38,4.19,3.97,1
405.44,437.44,3.78,3.97,1
688,267.31,1.25,3.97,1
404.75,104.75,0.36,3.97,1
431.5,469,0.48,3.97,1
497.75,246.88,2.09,3.84,1
729.69,110.38,8.91,3.97,1
618.25,179,5.05,3.97,1
821.19,330.25,7.11,3.97,1
407.13,467.81,7.55,3.78,1
742,483.56,6.09,3.97,1
554.75,434.56,8.66,3.97,1
831.56,285.63,4.98,3.97,1
508.94,456.81,8.71,3.92,1
579.19,282,10.09,3.97,1
497.19,528.19,14.16,3.97,1
581.38,257.38,7.57,3.97,1
515.63,468,3.41,3.97,1
439,468,3.97,3.97,1
730.81,434.69,6.68,3.77,1
609.19,157.88,4.98,3.97,1
449.81,375.81,5.42,3.97,1
517.94,242.5,2.59,3.97,1
527,309.75,0.67,3.97,1
359.5,335.25,0.08,3.97,1
789.19,163.69,4.91,3.97,1
588.88,568.5,0.35,3.97,1
410.69,310.88,2.13,3.2,1
625.31,453.94,2.77,3.28,1
626.5,402.69,5.89,3.97,1
352.44,212,0.36,3.97,1
501.81,149.13,2.99,3.95,1
402.44,321.63,5.63,3.97,1
641.25,213.13,3.6,2.42,1
493.19,269.88,2.48,1.19,1
801.19,373.56,6.38,0.98,1
527.94,229.5,1.84,1.07,1
527.94,316.13,7.38,2.19,1
493.81,282.81,0.99,1.08,1
354.88,376.88,1.06,2.43,1
870.75,187.63,5.34,1.2,1
423.25,236.25,8.44,1.41,1
485.75,335.56,7.25,1.12,1
682.13,330.56,0.7,2.44,1
359.25,191.88,8.72,4.11,1
510.88,207.38,11.16,3.49,1
397.38,136.94,5.93,4.11,1
413.56,142.88,74.13,3.04,1
749.63,112.88,22.32,4.11,1
753.56,147.94,28.08,3.23,1
843.38,134.25,6.54,4.07,1
433.25,149.13,2.74,3.29,1
424.75,149.75,41.55,3.31,1
561.81,84.44,6.33,4.11,1
362.31,77.94,2.34,4.11,1
495.75,77.88,3.42,4.11,1
